"CVE_GEOEST","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"010030018","21°50'28.376""N","102°48'08.686""W","1679","F13D17","R","Aguascalientes","Calvillo"
"010010888","21°59'26.394""N","102°10'46.299""W","1943","F13D19","R","Aguascalientes","Aguascalientes"
"010040018","22°24'12.599""N","102°16'02.274""W","1969","F13B79","R","Aguascalientes","Cosío"
"010050018","21°57'26.849""N","102°28'22.950""W","2041","F13D18","R","Aguascalientes","Jesús María"
"010070018","22°14'54.428""N","102°19'59.600""W","1967","F13B89","U","Aguascalientes","Rincón de Romos"
"010080018","22°08'57.221""N","102°29'04.397""W","2041","F13B88","R","Aguascalientes","San José de Gracia"
"010100018","21°53'43.051""N","101°59'47.808""W","2009","F14C11","R","Aguascalientes","El Llano"
"010110018","22°01'17.439""N","102°15'34.232""W","1894","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010080001","22°09'00.779""N","102°24'56.281""W","2051","F13B88","U","Aguascalientes","San José de Gracia"
"010030002","21°48'26.960""N","102°42'10.135""W","1801","F13D17","R","Aguascalientes","Calvillo"
"010090001","22°13'27.220""N","102°10'01.097""W","2101","F13B89","U","Aguascalientes","Tepezalá"
"010030004","21°50'33.908""N","102°45'36.390""W","1604","F13D17","R","Aguascalientes","Calvillo"
"010070004","22°20'00.596""N","102°14'00.432""W","1940","F13B79","R","Aguascalientes","Rincón de Romos"
"010090004","22°15'37.779""N","102°14'54.848""W","1921","F13B79","R","Aguascalientes","Tepezalá"
"010050002","21°53'38.088""N","102°26'42.382""W","1979","F13D18","R","Aguascalientes","Jesús María"
"010060002","22°05'27.750""N","102°16'05.889""W","1897","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070002","22°17'26.000""N","102°21'40.846""W","2081","F13B78","R","Aguascalientes","Rincón de Romos"
"010080002","22°11'55.222""N","102°24'23.401""W","2102","F13B88","R","Aguascalientes","San José de Gracia"
"010100002","21°48'04.390""N","102°08'10.946""W","2000","F13D19","R","Aguascalientes","El Llano"
"010030003","21°44'50.224""N","102°43'43.811""W","1997","F13D27","R","Aguascalientes","Calvillo"
"010040003","22°25'14.303""N","102°17'28.236""W","1980","F13B79","R","Aguascalientes","Cosío"
"010050003","21°56'04.245""N","102°25'38.097""W","1980","F13D18","R","Aguascalientes","Jesús María"
"010060003","22°06'26.739""N","102°17'03.947""W","1890","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070003","22°09'03.420""N","102°18'25.474""W","1908","F13B89","R","Aguascalientes","Rincón de Romos"
"010090003","22°11'42.565""N","102°15'28.811""W","1911","F13B89","R","Aguascalientes","Tepezalá"
"010100003","21°50'24.102""N","102°06'58.797""W","2009","F13D19","R","Aguascalientes","El Llano"
"010110003","22°02'09.985""N","102°08'44.188""W","1956","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020003","22°08'00.202""N","102°12'21.739""W","1979","F13B89","R","Aguascalientes","Asientos"
"010090005","22°11'17.646""N","102°11'35.685""W","2025","F13B89","R","Aguascalientes","Tepezalá"
"010020004","22°12'52.018""N","102°02'58.741""W","2065","F13B89","R","Aguascalientes","Asientos"
"010060010","22°05'09.018""N","102°20'19.960""W","1969","F13B88","R","Aguascalientes","Pabellón de Arteaga"
"010080010","22°10'05.472""N","102°24'47.546""W","2035","F13B88","R","Aguascalientes","San José de Gracia"
"010060005","22°09'59.066""N","102°14'51.055""W","1905","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070005","22°20'06.116""N","102°12'25.836""W","1950","F13B79","R","Aguascalientes","Rincón de Romos"
"010100005","21°55'11.337""N","102°09'25.816""W","2060","F13D19","R","Aguascalientes","El Llano"
"010020005","22°02'42.689""N","102°00'48.985""W","2007","F13B89","R","Aguascalientes","Asientos"
"010020006","22°01'26.435""N","101°52'28.584""W","2086","F14A81","R","Aguascalientes","Asientos"
"010040011","22°18'54.655""N","102°15'36.668""W","1939","F13B79","R","Aguascalientes","Cosío"
"010050011","21°49'38.973""N","102°32'39.581""W","1942","F13D18","R","Aguascalientes","Jesús María"
"010070011","22°17'10.364""N","102°15'06.616""W","1930","F13B79","R","Aguascalientes","Rincón de Romos"
"010100011","21°49'01.843""N","102°05'14.862""W","2006","F13D19","R","Aguascalientes","El Llano"
"010050006","21°51'54.577""N","102°33'18.189""W","1941","F13D18","R","Aguascalientes","Jesús María"
"010070006","22°14'44.635""N","102°18'23.415""W","1944","F13B89","R","Aguascalientes","Rincón de Romos"
"010090006","22°16'41.423""N","102°14'49.610""W","1930","F13B79","R","Aguascalientes","Tepezalá"
"010110006","22°02'23.274""N","102°12'25.639""W","1942","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020007","22°14'06.758""N","102°01'05.922""W","2017","F13B89","R","Aguascalientes","Asientos"
"010030101","21°52'18.832""N","102°49'12.372""W","2188","F13D17","R","Aguascalientes","Calvillo"
"010050007","21°55'24.405""N","102°23'08.682""W","1906","F13D18","R","Aguascalientes","Jesús María"
"010060007","22°06'19.512""N","102°17'59.017""W","1894","F13B89","U","Aguascalientes","Pabellón de Arteaga"
"010070007","22°15'52.102""N","102°18'42.372""W","1950","F13B79","R","Aguascalientes","Rincón de Romos"
"010080007","22°11'46.203""N","102°23'41.721""W","2089","F13B88","R","Aguascalientes","San José de Gracia"
"010100007","21°53'27.278""N","102°05'12.106""W","2022","F13D19","R","Aguascalientes","El Llano"
"010040010","22°18'33.686""N","102°15'52.038""W","1937","F13B79","R","Aguascalientes","Cosío"
"010030008","21°46'03.022""N","102°44'50.014""W","1738","F13D17","R","Aguascalientes","Calvillo"
"010040008","22°18'22.223""N","102°16'20.110""W","1939","F13B79","R","Aguascalientes","Cosío"
"010090008","22°10'56.205""N","102°14'44.698""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100008","21°49'06.210""N","102°05'30.179""W","2010","F13D19","R","Aguascalientes","El Llano"
"010020008","22°14'45.152""N","102°02'06.324""W","2037","F13B89","R","Aguascalientes","Asientos"
"010030009","21°50'59.560""N","102°45'43.202""W","1600","F13D17","R","Aguascalientes","Calvillo"
"010020009","22°05'26.047""N","101°56'28.366""W","2065","F14A81","R","Aguascalientes","Asientos"
"010090009","22°14'39.568""N","102°13'13.958""W","1955","F13B89","R","Aguascalientes","Tepezalá"
"010100009","21°50'17.166""N","102°09'05.324""W","2011","F13D19","R","Aguascalientes","El Llano"
"010110009","22°03'50.991""N","102°16'48.976""W","1889","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010070010","22°15'43.601""N","102°22'17.271""W","2022","F13B78","R","Aguascalientes","Rincón de Romos"
"010090010","22°12'33.772""N","102°16'35.508""W","1920","F13B89","R","Aguascalientes","Tepezalá"
"010100010","21°53'59.376""N","102°03'48.556""W","2038","F13D19","R","Aguascalientes","El Llano"
"010110010","21°58'11.331""N","102°16'01.392""W","1921","F13D19","R","Aguascalientes","San Francisco de los Romo"
"010020010","22°09'36.835""N","102°11'32.318""W","2022","F13B89","R","Aguascalientes","Asientos"
"010080011","22°09'57.207""N","102°33'23.357""W","2513","F13B88","R","Aguascalientes","San José de Gracia"
"010110011","21°58'41.435""N","102°15'22.762""W","1930","F13D19","U","Aguascalientes","San Francisco de los Romo"
"010020011","22°11'39.823""N","102°01'07.858""W","2011","F13B89","U","Aguascalientes","Asientos"
"010030012","21°48'24.533""N","102°46'39.261""W","1610","F13D17","R","Aguascalientes","Calvillo"
"010030021","21°51'40.453""N","102°41'00.759""W","1681","F13D17","R","Aguascalientes","Calvillo"
"010040012","22°19'07.665""N","102°15'35.757""W","1941","F13B79","R","Aguascalientes","Cosío"
"010070012","22°20'51.786""N","102°13'02.846""W","1950","F13B79","R","Aguascalientes","Rincón de Romos"
"010090012","22°17'13.920""N","102°14'18.106""W","1927","F13B79","R","Aguascalientes","Tepezalá"
"010110012","22°02'05.902""N","102°17'59.717""W","1881","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020012","22°08'24.510""N","102°08'16.212""W","2095","F13B89","R","Aguascalientes","Asientos"
"010100013","21°49'25.130""N","102°08'42.678""W","2003","F13D19","R","Aguascalientes","El Llano"
"010110013","22°04'39.877""N","102°14'11.535""W","1942","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010010386","22°04'11.000""N","102°14'36.000""W","1925","F13B89","R","Aguascalientes","Aguascalientes"
"010020013","22°07'39.048""N","102°02'56.591""W","1990","F13B89","R","Aguascalientes","Asientos"
"010030013","21°51'26.665""N","102°44'46.434""W","1618","F13D17","R","Aguascalientes","Calvillo"
"010040013","22°20'25.999""N","102°16'39.996""W","1956","F13B79","R","Aguascalientes","Cosío"
"010050013","21°59'20.084""N","102°19'55.212""W","1875","F13D19","R","Aguascalientes","Jesús María"
"010070013","22°12'21.505""N","102°19'34.817""W","1958","F13B89","R","Aguascalientes","Rincón de Romos"
"010080013","22°05'51.651""N","102°28'50.127""W","2160","F13B88","R","Aguascalientes","San José de Gracia"
"010090013","22°12'29.155""N","102°14'58.550""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010010174","22°00'41.000""N","102°13'39.000""W","1910","F13B89","R","Aguascalientes","Aguascalientes"
"010010520","22°02'23.000""N","102°12'18.000""W","1940","F13B89","R","Aguascalientes","Aguascalientes"
"010010524","21°53'55.000""N","102°03'44.000""W","2038","F13D19","R","Aguascalientes","Aguascalientes"
"010010525","21°49'08.000""N","102°17'43.000""W","1875","F13D19","R","Aguascalientes","Aguascalientes"
"010010532","21°49'41.000""N","102°04'06.000""W","2000","F13D19","R","Aguascalientes","Aguascalientes"
"010060234","22°07'52.000""N","102°16'14.000""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060238","22°03'04.000""N","102°20'04.000""W","1900","F13B88","R","Aguascalientes","Pabellón de Arteaga"
"010060241","22°10'03.000""N","102°18'16.000""W","1922","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010010781","21°51'04.000""N","102°02'06.000""W","1990","F13D19","R","Aguascalientes","Aguascalientes"
"010060277","22°04'05.000""N","102°17'15.000""W","1880","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060284","22°08'06.000""N","102°18'08.000""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060285","22°08'06.000""N","102°18'14.000""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060377","22°08'28.000""N","102°16'23.000""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070103","22°10'28.000""N","102°20'06.000""W","1922","F13B88","R","Aguascalientes","Rincón de Romos"
"010070114","22°20'32.000""N","102°26'55.000""W","2400","F13B78","R","Aguascalientes","Rincón de Romos"
"010070115","22°13'27.000""N","102°17'56.000""W","1900","F13B89","R","Aguascalientes","Rincón de Romos"
"010060227","22°08'37.000""N","102°17'14.000""W","1918","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060243","22°09'31.000""N","102°18'31.000""W","1915","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060244","22°09'20.000""N","102°18'27.000""W","1913","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010010974","21°49'41.000""N","102°08'04.000""W","2000","F13D19","R","Aguascalientes","Aguascalientes"
"010010975","21°49'18.000""N","102°03'12.000""W","1990","F13D19","R","Aguascalientes","Aguascalientes"
"010010976","21°48'38.000""N","102°05'14.000""W","2000","F13D19","R","Aguascalientes","Aguascalientes"
"010011124","21°52'09.000""N","102°05'39.000""W","2020","F13D19","R","Aguascalientes","Aguascalientes"
"010060245","22°09'36.000""N","102°18'04.000""W","1922","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070256","22°08'32.000""N","102°19'40.000""W","1920","F13B89","R","Aguascalientes","Rincón de Romos"
"010070271","22°20'15.000""N","102°12'48.000""W","1940","F13B79","R","Aguascalientes","Rincón de Romos"
"010070291","22°11'18.000""N","102°18'34.000""W","1930","F13B89","R","Aguascalientes","Rincón de Romos"
"010070321","22°18'27.000""N","102°13'49.000""W","1929","F13B79","R","Aguascalientes","Rincón de Romos"
"010070334","22°16'32.000""N","102°18'17.000""W","1959","F13B79","R","Aguascalientes","Rincón de Romos"
"010070338","22°13'56.000""N","102°16'15.000""W","1920","F13B89","R","Aguascalientes","Rincón de Romos"
"010080058","22°10'00.000""N","102°33'45.000""W","2530","F13B88","R","Aguascalientes","San José de Gracia"
"010080071","22°08'07.000""N","102°30'30.000""W","2090","F13B88","R","Aguascalientes","San José de Gracia"
"010080072","22°08'17.000""N","102°40'56.000""W","2640","F13B87","R","Aguascalientes","San José de Gracia"
"010080093","22°02'52.000""N","102°33'57.000""W","2310","F13B88","R","Aguascalientes","San José de Gracia"
"010080100","22°10'45.000""N","102°26'10.000""W","2010","F13B88","R","Aguascalientes","San José de Gracia"
"010080102","22°13'00.000""N","102°23'05.000""W","2050","F13B88","R","Aguascalientes","San José de Gracia"
"010080109","22°11'00.000""N","102°36'45.000""W","2560","F13B88","R","Aguascalientes","San José de Gracia"
"010080132","22°10'48.000""N","102°36'55.000""W","2600","F13B88","R","Aguascalientes","San José de Gracia"
"010090075","22°17'46.000""N","102°13'06.000""W","1930","F13B79","R","Aguascalientes","Tepezalá"
"010090076","22°17'31.000""N","102°12'35.000""W","1940","F13B79","R","Aguascalientes","Tepezalá"
"010090138","22°13'12.000""N","102°09'45.000""W","2120","F13B89","R","Aguascalientes","Tepezalá"
"010090139","22°13'32.000""N","102°09'54.000""W","2100","F13B89","R","Aguascalientes","Tepezalá"
"010100006","21°53'19.000""N","102°09'07.000""W","2020","F13D19","R","Aguascalientes","El Llano"
"010100037","21°49'06.000""N","102°05'04.000""W","2000","F13D19","R","Aguascalientes","El Llano"
"010100048","21°56'08.000""N","101°58'30.000""W","2020","F14C11","R","Aguascalientes","El Llano"
"010100050","21°57'28.000""N","102°07'13.000""W","2060","F13D19","R","Aguascalientes","El Llano"
"010100078","21°56'46.000""N","102°03'40.000""W","2080","F13D19","R","Aguascalientes","El Llano"
"010100092","21°57'23.000""N","102°02'48.000""W","2060","F13D19","R","Aguascalientes","El Llano"
"010100108","22°03'00.000""N","102°02'49.000""W","1980","F13B89","R","Aguascalientes","El Llano"
"010100121","21°56'53.000""N","102°03'15.000""W","2070","F13D19","R","Aguascalientes","El Llano"
"010100123","21°51'42.000""N","102°02'22.000""W","1990","F13D19","R","Aguascalientes","El Llano"
"010011125","21°53'05.000""N","102°01'07.000""W","2030","F13D19","R","Aguascalientes","Aguascalientes"
"010011130","21°49'30.000""N","102°17'58.000""W","1870","F13D19","R","Aguascalientes","Aguascalientes"
"010011132","21°51'57.000""N","102°05'14.000""W","2020","F13D19","R","Aguascalientes","Aguascalientes"
"010011135","21°52'25.000""N","102°06'30.000""W","2015","F13D19","R","Aguascalientes","Aguascalientes"
"010011137","21°48'58.000""N","102°03'22.000""W","1930","F13D19","R","Aguascalientes","Aguascalientes"
"010011141","21°48'22.000""N","102°05'20.000""W","1995","F13D19","R","Aguascalientes","Aguascalientes"
"010011144","21°51'42.000""N","102°02'22.000""W","1990","F13D19","R","Aguascalientes","Aguascalientes"
"010011175","22°01'19.000""N","102°16'18.000""W","1900","F13B89","R","Aguascalientes","Aguascalientes"
"010011176","22°02'26.000""N","102°16'24.000""W","1903","F13B89","R","Aguascalientes","Aguascalientes"
"010011177","21°46'50.000""N","102°06'21.000""W","1991","F13D19","R","Aguascalientes","Aguascalientes"
"010011185","21°53'12.000""N","102°20'28.000""W","1860","F13D18","R","Aguascalientes","Aguascalientes"
"010011188","22°02'03.000""N","102°15'59.000""W","1900","F13B89","R","Aguascalientes","Aguascalientes"
"010020098","22°06'22.000""N","102°01'20.000""W","2010","F13B89","R","Aguascalientes","Asientos"
"010050227","21°58'00.000""N","102°18'57.000""W","1870","F13D19","R","Aguascalientes","Jesús María"
"010050230","21°58'25.000""N","102°20'25.000""W","1890","F13D18","R","Aguascalientes","Jesús María"
"010050232","21°56'38.000""N","102°21'08.000""W","1890","F13D18","R","Aguascalientes","Jesús María"
"010050233","21°54'18.000""N","102°21'09.000""W","1890","F13D18","R","Aguascalientes","Jesús María"
"010050237","21°58'26.000""N","102°20'14.000""W","1892","F13D18","R","Aguascalientes","Jesús María"
"010050239","21°49'10.000""N","102°31'21.000""W","1870","F13D18","R","Aguascalientes","Jesús María"
"010050242","21°56'40.000""N","102°20'55.000""W","1890","F13D18","R","Aguascalientes","Jesús María"
"010050244","21°56'45.000""N","102°20'17.000""W","1862","F13D18","R","Aguascalientes","Jesús María"
"010050247","21°53'33.000""N","102°31'00.000""W","2068","F13D18","R","Aguascalientes","Jesús María"
"010050250","21°54'19.000""N","102°29'40.000""W","2020","F13D18","R","Aguascalientes","Jesús María"
"010050252","22°00'39.000""N","102°19'51.000""W","1800","F13D18","R","Aguascalientes","Jesús María"
"010050260","21°58'09.000""N","102°22'26.000""W","1940","F13D18","R","Aguascalientes","Jesús María"
"010050285","21°58'17.000""N","102°19'11.000""W","1865","F13D19","R","Aguascalientes","Jesús María"
"010050290","21°50'27.000""N","102°27'15.000""W","2120","F13D18","R","Aguascalientes","Jesús María"
"010050294","21°54'17.000""N","102°25'49.000""W","1960","F13D18","R","Aguascalientes","Jesús María"
"010050296","21°54'29.000""N","102°28'23.000""W","1996","F13D18","R","Aguascalientes","Jesús María"
